route_short_name,stop_id,dep_time_min,lateness_minutes,horizon_minutes,date
6,1125,604.0,-2.15,-2.02,2026-09-07
28,6000,886.0,3.32,-2.02,2026-09-10
29,0556,539.0,10.68,-2.02,2026-09-14
20,9003,372.0,-1.47,-2.02,2026-09-14
57,5728,577.0,-1.48,-2.02,2026-09-01
48,4800,479.0,2.07,-2.02,2026-08-31
30,9111,1076.0,2.07,-2.02,2026-09-12
61,0834,452.0,0.43,-2.02,2026-09-12
57,5736,311.0,-0.02,-2.02,2026-08-28
16,2966,1052.0,-2.13,-2.02,2026-09-04
3,1217,920.0,-1.3,-2.02,2026-09-03
48,599,606.0,-0.93,-2.02,2026-08-25
10,3416,1465.0,2.12,-2.02,2026-09-06
3,1262,1235.0,-2.1,-2.02,2026-09-07
35,3524,1536.0,-2.12,-2.02,2026-09-04
126,1560,592.0,10.58,-2.02,2026-09-10
20,1844,964.0,2.12,-2.02,2026-08-26
2,1822,1014.0,3.43,-2.02,2026-09-02
103,1907,385.0,-2.07,-2.02,2026-09-06
3,59,1036.0,-2.32,-2.02,2026-09-01
57,5729,512.0,-1.6,-2.02,2026-09-11
6,1120,1020.0,0.82,-2.02,2026-09-03
38,3139,1191.0,2.27,-2.02,2026-09-03
61,3386,1138.0,5.7,-2.02,2026-09-09
20,1572,1106.0,-2.35,-2.02,2026-09-14
1,872,220.0,5.9,-2.02,2026-08-28
39,1158,315.0,0.53,-2.02,2026-09-01
48,1757,1072.0,-3.5,-2.02,2026-08-28
1,1195,1240.0,5.22,-2.02,2026-08-26
23,0281,851.0,-0.88,-2.02,2026-09-15
61,6119,475.0,0.62,-2.02,2026-08-27
2,0337,612.0,8.58,-2.02,2026-09-10
29,565,1530.0,0.78,-2.02,2026-09-01
57,2597,1189.0,2.77,-2.02,2026-09-11
90,3077,291.0,-2.13,-2.02,2026-09-04
48,1689,1220.0,-2.32,-2.02,2026-08-26
29,0130,1103.0,-1.32,-2.02,2026-09-05
53,1154,1152.0,-0.28,-2.02,2026-09-03
3,9029,1537.0,0.92,-2.02,2026-09-06
44,1801,356.0,6.25,-2.02,2026-08-26
38,0093,793.0,-6.75,-2.02,2026-09-13
126,1477,649.0,8.47,-2.02,2026-09-08
61,833,407.0,2.32,-2.02,2026-08-28
31,0441,667.0,-2.48,-2.02,2026-09-11
35,3516,582.0,-2.3,-2.02,2026-09-14
3,6000,789.0,-4.95,-2.02,2026-09-04
3,1225,836.0,-1.08,-2.02,2026-09-08
6,1178,751.0,-1.97,-2.02,2026-09-07
2,1113,914.0,-0.68,-2.02,2026-08-28
1,1377,603.0,-2.27,-2.02,2026-09-02
9,1484,512.0,-1.72,-2.02,2026-09-04
13,105,773.0,-3.37,-2.02,2026-08-29
11,9061,411.0,-3.87,-2.02,2026-08-24
38,2417,1401.0,-0.78,-2.02,2026-09-08
26,1388,924.0,0.45,-2.02,2026-08-31
43,33,996.0,-3.35,-2.02,2026-08-28
26,3033,1328.0,1.47,-2.02,2026-09-13
109,3424,668.0,6.4,-2.02,2026-09-03
39,0033,1001.0,-2.67,-2.02,2026-09-05
107,2211,716.0,0.7,-2.02,2026-08-24
26,1387,575.0,-0.53,-2.02,2026-08-27
3,1326,1220.0,-0.6,-2.02,2026-08-25
103,4005,787.0,-2.4,-2.02,2026-09-09
101,1189,652.0,-7.48,-2.02,2026-08-28
11,9019,540.0,0.48,-2.02,2026-09-03
68,1955,1207.0,-2.12,-2.02,2026-08-25
5,1359,1383.0,-2.12,-2.02,2026-08-24
17,1907,886.0,-3.1,-2.02,2026-09-06
66,6627,673.0,-2.05,-2.02,2026-09-06
13,2293,1574.0,0.83,-2.02,2026-08-30
11,9001,1382.0,-0.92,-2.02,2026-08-23
8,0764,1100.0,9.35,-2.02,2026-09-12
66,2907,951.0,1.95,-2.02,2026-09-15
22,2868,1021.0,-0.53,-2.02,2026-09-13
8,1498,1313.0,3.43,-2.02,2026-09-05
13,1014,1155.0,-2.13,-2.02,2026-08-27
38,1059,1319.0,3.37,-2.02,2026-09-08
15,2768,590.0,0.22,-2.02,2026-08-28
15,2507,897.0,-2.93,-2.02,2026-09-10
14,233,460.0,-2.47,-2.02,2026-08-31
24,9045,1049.0,1.45,-2.02,2026-09-01
28,1647,713.0,0.22,-2.02,2026-09-04
1,1660,1234.0,-0.27,-2.02,2026-08-31
46,0396,324.0,0.98,-2.02,2026-09-11
18,2559,449.0,-2.08,-2.02,2026-08-25
103,1206,562.0,-0.32,-2.02,2026-09-11
2,718,1369.0,3.07,-2.02,2026-08-25
110,1062,851.0,-2.6,-2.02,2026-08-31
135,9001,1055.0,8.05,-2.02,2026-09-15
2,4003,542.0,31.3,-2.02,2026-09-10
66,3905,344.0,-1.88,-2.02,2026-09-08
35,9002,507.0,-1.12,-2.02,2026-09-11
45,4536,1020.0,-2.42,-2.02,2026-09-08
90,4534,882.0,-2.03,-2.02,2026-09-14
46,1269,983.0,4.92,-2.02,2026-08-29
6,1166,423.0,0.83,-2.02,2026-08-28
46,3366,409.0,2.75,-2.02,2026-08-31
20,1506,1494.0,3.73,-2.02,2026-08-26
2,337,576.0,1.97,-2.02,2026-08-28
2,304,1247.0,-1.28,-2.02,2026-08-27
11,2802,1077.0,5.88,-2.02,2026-09-03
103,1919,922.0,0.35,-2.02,2026-09-10
1,0748,863.0,5.13,-2.02,2026-09-06
4,0716,1142.0,7.85,-2.02,2026-09-10
66,3126,621.0,-3.0,-2.02,2026-09-02
11,2958,1266.0,0.37,-2.02,2026-09-05
38,2301,410.0,-4.08,-2.02,2026-09-10
26,968,552.0,-3.07,-2.02,2026-08-27
15,2768,620.0,-3.75,-2.02,2026-08-28
1,0786,261.0,2.05,-2.02,2026-09-15
15,2685,610.0,-2.38,-2.02,2026-09-04
66,6624,1427.0,0.88,-2.02,2026-09-02
46,1268,982.0,-1.7,-2.02,2026-09-05
135,9001,1040.0,5.85,-2.02,2026-09-08
10,2240,450.0,1.25,-2.02,2026-09-15
61,833,378.0,1.52,-2.02,2026-08-26
39,3900,1051.0,0.88,-2.02,2026-09-05
26,1567,1471.0,-2.15,-2.02,2026-09-15
16,2964,1082.0,1.77,-2.02,2026-08-28
48,1760,757.0,0.28,-2.02,2026-09-15
35,2013,500.0,-2.48,-2.02,2026-09-04
9,1485,1167.0,-2.13,-2.02,2026-08-24
3,1344,1137.0,-1.13,-2.02,2026-09-12
51,2475,508.0,-0.6,-2.02,2026-08-27
26,666,1029.0,0.47,-2.02,2026-08-29
3,1329,570.0,-2.32,-2.02,2026-09-11
7,2953,1051.0,1.95,-2.02,2026-08-30
7,1068,1223.0,-0.65,-2.02,2026-08-30
107,9970,555.0,1.18,-2.02,2026-08-26
16,2846,939.0,0.0,-2.02,2026-09-11
66,6168,1099.0,0.42,-2.02,2026-09-11
15,2507,930.0,-1.48,-2.02,2026-09-14
38,1194,1099.0,-2.42,-2.02,2026-09-12
61,6624,439.0,-3.67,-2.02,2026-08-28
57,5778,869.0,0.15,-2.02,2026-09-03
17,98,538.0,-0.23,-2.02,2026-08-24
61,3387,1476.0,-1.5,-2.02,2026-09-13
38,2417,1308.0,1.75,-2.02,2026-09-01
18,6167,946.0,-1.17,-2.02,2026-09-02
66,2926,647.0,0.62,-2.02,2026-09-03
51,1581,1320.0,-2.08,-2.02,2026-09-03
66,0011,1003.0,0.57,-2.02,2026-09-14
15,5015,1055.0,-2.38,-2.02,2026-09-04
2,481,923.0,3.82,-2.02,2026-09-02
2,331,1248.0,-0.05,-2.02,2026-09-02
42,2802,432.0,-2.38,-2.02,2026-08-30
30,2731,464.0,-0.78,-2.02,2026-09-10
29,3422,1543.0,-2.67,-2.02,2026-09-12
3,1346,699.0,-2.9,-2.02,2026-08-30
13,1090,1015.0,-1.8,-2.02,2026-08-27
39,1932,472.0,-1.78,-2.02,2026-09-05
73,2098,362.0,1.38,-2.02,2026-09-08
42,2590,1392.0,1.45,-2.02,2026-09-09
10,1675,922.0,-0.93,-2.02,2026-09-02
45,2212,586.0,10.65,-2.02,2026-08-31
3,0059,834.0,-2.23,-2.02,2026-09-10
3,1349,822.0,-1.72,-2.02,2026-09-13
57,5304,1069.0,-1.88,-2.02,2026-09-08
61,2585,1335.0,-2.37,-2.02,2026-09-08
23,472,1071.0,-1.92,-2.02,2026-08-23
3,1326,944.0,0.13,-2.02,2026-09-10
4,415,1054.0,-0.75,-2.02,2026-08-27
38,1487,570.0,-3.22,-2.02,2026-08-24
4,3431,478.0,-3.58,-2.02,2026-09-01
42,3975,1434.0,-1.37,-2.02,2026-08-23
3,1345,1415.0,-0.83,-2.02,2026-09-06
15,2180,1047.0,-2.03,-2.02,2026-08-26
109,1408,693.0,-2.27,-2.02,2026-09-05
26,1567,1008.0,6.08,-2.02,2026-09-14
38,0658,677.0,-3.23,-2.02,2026-09-11
20,1528,812.0,-0.78,-2.02,2026-08-30
39,3900,1267.0,-1.77,-2.02,2026-08-27
35,2037,1233.0,-0.52,-2.02,2026-08-23
13,0104,708.0,2.72,-2.02,2026-09-04
10,3412,896.0,-0.05,-2.02,2026-09-11
66,6604,673.0,-1.03,-2.02,2026-09-05
3,1330,369.0,-1.62,-2.02,2026-09-12
35,3068,1609.0,1.05,-2.02,2026-09-11
7,3347,845.0,-2.13,-2.02,2026-09-03
90,0092,494.0,-1.62,-2.02,2026-09-11
16,1983,513.0,2.52,-2.02,2026-09-10
29,2358,430.0,0.47,-2.02,2026-09-04
16,893,503.0,0.77,-2.02,2026-09-04
48,1757,903.0,-0.95,-2.02,2026-08-28
73,2096,539.0,2.03,-2.02,2026-09-10
38,3298,431.0,-2.88,-2.02,2026-09-03
45,104,1014.0,-3.08,-2.02,2026-09-02
35,2014,969.0,-2.23,-2.02,2026-09-04
44,6002,664.0,-6.88,-2.02,2026-09-10
44,2378,673.0,-0.95,-2.02,2026-08-26
29,0113,953.0,-3.48,-2.02,2026-09-09
61,6183,778.0,-0.7,-2.02,2026-09-06
108,2301,920.0,-2.18,-2.02,2026-09-02
48,3366,1298.0,1.45,-2.02,2026-09-13
51,1577,1066.0,-2.13,-2.02,2026-09-04
17,1698,1250.0,0.48,-2.02,2026-08-23
38,1053,1366.0,2.87,-2.02,2026-08-31
23,0444,1158.0,0.75,-2.02,2026-09-05
39,2470,511.0,-2.32,-2.02,2026-08-30
29,2358,1458.0,0.43,-2.02,2026-08-28
36,1656,970.0,-0.83,-2.02,2026-09-13
57,3369,370.0,0.28,-2.02,2026-09-11
7,1088,481.0,-3.53,-2.02,2026-09-12
38,2173,535.0,-1.58,-2.02,2026-08-27
42,2556,346.0,-1.9,-2.02,2026-09-12
26,9087,1540.0,4.1,-2.02,2026-09-10
2,4003,653.0,-3.08,-2.02,2026-09-04
23,0452,453.0,1.45,-2.02,2026-09-13
61,833,1538.0,6.15,-2.02,2026-09-04
3,9030,1239.0,0.2,-2.02,2026-08-27
11,2897,983.0,2.3,-2.02,2026-09-11
44,2314,1170.0,1.65,-2.02,2026-08-29
23,0435,393.0,-2.37,-2.02,2026-09-05
53,1603,1203.0,-2.62,-2.02,2026-08-28
66,2166,1281.0,1.18,-2.02,2026-09-13
10,2197,1267.0,-0.77,-2.02,2026-08-27
48,2298,334.0,2.57,-2.02,2026-09-09
45,2906,313.0,-5.52,-2.02,2026-08-28
61,3385,770.0,0.42,-2.02,2026-08-26
17,1919,669.0,-3.12,-2.02,2026-09-13
38,2554,1240.0,0.68,-2.02,2026-08-28
1,9001,1145.0,1.95,-2.02,2026-09-09
39,1236,332.0,-0.88,-2.02,2026-09-15
35,3525,849.0,-2.23,-2.02,2026-09-01
5,1359,770.0,-1.73,-2.02,2026-09-03
24,0575,1077.0,3.38,-2.02,2026-09-08
73,3262,1018.0,4.22,-2.02,2026-08-27
66,3906,581.0,-2.38,-2.02,2026-09-06
35,0667,1275.0,-1.32,-2.02,2026-09-13
5,2005,1296.0,2.25,-2.02,2026-09-10
28,1646,1359.0,2.12,-2.02,2026-08-29
108,2131,579.0,-2.4,-2.02,2026-09-04
29,103,1244.0,1.62,-2.02,2026-08-30
38,1233,527.0,-0.25,-2.02,2026-09-12
2,718,696.0,-0.83,-2.02,2026-09-03
17,1968,919.0,-4.42,-2.02,2026-09-01
45,4518,868.0,-0.33,-2.02,2026-09-11
5,820,864.0,-4.12,-2.02,2026-09-03
15,2177,857.0,-2.72,-2.02,2026-09-10
22,2876,940.0,1.08,-2.02,2026-09-02
109,1767,567.0,-1.05,-2.02,2026-08-27
39,3256,685.0,1.33,-2.02,2026-08-27
48,2125,465.0,-2.07,-2.02,2026-08-25
109,3424,343.0,3.02,-2.02,2026-09-11
109,4552,1134.0,-2.05,-2.02,2026-09-04
31,0880,1208.0,6.3,-2.02,2026-09-11
35,3419,804.0,-4.9,-2.02,2026-09-05
17,1837,654.0,-0.38,-2.02,2026-09-03
36,951,1169.0,-2.4,-2.02,2026-08-28
44,2265,912.0,-1.95,-2.02,2026-09-02
66,777,1016.0,8.57,-2.02,2026-09-03
38,2334,863.0,-4.0,-2.02,2026-08-28
45,1766,1139.0,-1.67,-2.02,2026-09-10
2,721,183.0,-1.12,-2.02,2026-09-01
42,3116,644.0,-2.0,-2.02,2026-08-29
4,693,873.0,0.78,-2.02,2026-08-30
66,3906,534.0,-2.25,-2.02,2026-08-25
2,727,1321.0,4.02,-2.02,2026-09-01
5,1358,923.0,7.33,-2.02,2026-08-29
126,1560,605.0,2.22,-2.02,2026-09-11
39,0032,648.0,-2.1,-2.02,2026-09-07
28,1641,1385.0,7.77,-2.02,2026-09-05
66,6627,491.0,-1.98,-2.02,2026-09-04
90,92,1336.0,1.93,-2.02,2026-09-03
26,964,482.0,2.17,-2.02,2026-08-30
4,6143,933.0,-2.5,-2.02,2026-09-05
6,1121,875.0,-0.4,-2.02,2026-09-12
14,243,1298.0,-1.02,-2.02,2026-09-01
2,0727,547.0,-2.08,-2.02,2026-09-14
57,2596,428.0,-0.33,-2.02,2026-08-24
39,3072,733.0,-0.38,-2.02,2026-08-26
39,6002,987.0,-6.55,-2.02,2026-08-24
2,0718,601.0,-4.92,-2.02,2026-09-07
7,2361,1494.0,-1.53,-2.02,2026-09-02
2,304,1397.0,0.87,-2.02,2026-08-26
7,2035,1242.0,2.62,-2.02,2026-08-30
35,9018,880.0,4.1,-2.02,2026-09-12
53,1608,999.0,-2.27,-2.02,2026-09-15
61,6183,1037.0,-5.3,-2.02,2026-08-28
103,1949,594.0,1.32,-2.02,2026-09-12
39,0067,1299.0,-1.38,-2.02,2026-09-11
16,2962,690.0,-2.18,-2.02,2026-09-02
61,1424,1360.0,-1.65,-2.02,2026-08-24
2,337,664.0,6.07,-2.02,2026-08-27
3,666,1257.0,6.1,-2.02,2026-09-03
57,5774,563.0,-2.45,-2.02,2026-09-10
66,6168,587.0,0.72,-2.02,2026-08-26
10,0666,1119.0,-3.55,-2.02,2026-09-05
38,3020,585.0,-0.37,-2.02,2026-09-08
53,0177,600.0,0.4,-2.02,2026-09-15
3,78,464.0,-0.08,-2.02,2026-09-01
2,0304,1297.0,1.65,-2.02,2026-09-04
2,717,1048.0,1.72,-2.02,2026-08-28
23,0280,981.0,27.98,-2.02,2026-09-12
14,251,353.0,-0.68,-2.02,2026-09-01
61,3375,939.0,4.02,-2.02,2026-09-08
1,1663,1113.0,8.6,-2.02,2026-09-12
66,1293,373.0,1.67,-2.02,2026-09-06
4,0693,1368.0,1.98,-2.02,2026-09-04
24,2788,574.0,-2.0,-2.02,2026-09-01
109,1767,1191.0,-3.52,-2.02,2026-09-14
9,1460,483.0,-2.27,-2.02,2026-09-10
66,6602,906.0,2.55,-2.02,2026-09-02
20,1589,844.0,3.87,-2.02,2026-09-03
48,3366,1465.0,-1.05,-2.02,2026-08-26
70,2713,555.0,4.93,-2.02,2026-09-14
107,2230,633.0,2.53,-2.02,2026-08-27
110,3424,386.0,-0.83,-2.02,2026-09-10
48,1757,660.0,6.87,-2.02,2026-08-25
10,6002,1240.0,-5.68,-2.02,2026-09-03
126,0585,883.0,6.7,-2.02,2026-09-11
14,1187,1255.0,-0.93,-2.02,2026-09-14
1,642,1388.0,-0.15,-2.02,2026-08-28
61,3385,938.0,-1.4,-2.02,2026-09-01
26,1099,1550.0,-2.93,-2.02,2026-09-01
35,2029,1455.0,2.48,-2.02,2026-08-30
101,1189,956.0,-3.9,-2.02,2026-09-01
36,4506,870.0,4.28,-2.02,2026-08-30
15,2546,471.0,-3.13,-2.02,2026-09-14
6,1123,312.0,2.85,-2.02,2026-09-10
17,1907,415.0,-0.43,-2.02,2026-09-14
9,1494,942.0,-2.1,-2.02,2026-09-13
29,103,340.0,0.4,-2.02,2026-09-04
16,2826,696.0,-1.68,-2.02,2026-09-02
66,0011,1116.0,1.13,-2.02,2026-09-06
3,1216,1512.0,0.98,-2.02,2026-08-26
35,1772,384.0,-3.57,-2.02,2026-09-04
66,3119,353.0,1.05,-2.02,2026-08-30
6,1474,843.0,2.12,-2.02,2026-09-15
66,3119,1238.0,-0.02,-2.02,2026-08-23
8,762,1201.0,6.9,-2.02,2026-09-02
11,2802,474.0,4.95,-2.02,2026-08-24
38,648,731.0,-2.08,-2.02,2026-09-01
11,0815,615.0,2.23,-2.02,2026-09-11
29,2358,1190.0,4.25,-2.02,2026-09-14
42,2556,455.0,-3.4,-2.02,2026-08-27
61,3385,1438.0,-1.03,-2.02,2026-08-29
26,1474,468.0,0.47,-2.02,2026-09-10
46,5624,748.0,-1.7,-2.02,2026-09-09
42,1519,1541.0,-0.67,-2.02,2026-09-12
5,2520,755.0,-2.02,-2.02,2026-08-24
57,5718,1100.0,29.58,-2.02,2026-08-27
110,104,469.0,-1.8,-2.02,2026-08-24
42,2556,378.0,-2.22,-2.02,2026-08-27
26,1387,501.0,-2.32,-2.02,2026-09-01
53,193,409.0,-1.25,-2.02,2026-08-31
46,2170,901.0,-3.47,-2.02,2026-09-02
2,723,892.0,5.33,-2.02,2026-08-25
103,1949,645.0,-2.82,-2.02,2026-09-05
38,1153,1462.0,0.38,-2.02,2026-09-02
45,3086,606.0,3.05,-2.02,2026-09-01
30,9108,1019.0,-2.5,-2.02,2026-09-12
10,2111,927.0,-1.53,-2.02,2026-09-03
29,553,751.0,0.9,-2.02,2026-08-30
42,2559,1017.0,0.13,-2.02,2026-09-07
3,9031,1239.0,1.57,-2.02,2026-09-11
48,2125,420.0,4.83,-2.02,2026-09-14
48,599,548.0,-2.52,-2.02,2026-09-01
11,9001,1384.0,1.93,-2.02,2026-09-11
7,2361,1174.0,-3.35,-2.02,2026-08-29
53,3283,1381.0,3.62,-2.02,2026-08-27
61,1416,1397.0,-1.85,-2.02,2026-08-24
23,0267,609.0,-6.1,-2.02,2026-09-08
23,453,668.0,0.65,-2.02,2026-08-24
2,0720,402.0,-0.6,-2.02,2026-09-05
26,1477,1013.0,9.25,-2.02,2026-09-12
7,2013,795.0,-0.68,-2.02,2026-09-15
26,980,928.0,-4.18,-2.02,2026-08-30
20,9091,498.0,-1.52,-2.02,2026-09-13
1,0749,1379.0,-2.43,-2.02,2026-09-10
18,2557,564.0,-1.13,-2.02,2026-09-08
8,0375,956.0,-2.5,-2.02,2026-09-04
10,3310,989.0,-2.7,-2.02,2026-09-11
11,2986,1017.0,2.33,-2.02,2026-09-04
11,2801,1488.0,-0.67,-2.02,2026-09-09
10,3416,559.0,-2.22,-2.02,2026-08-24
39,3073,570.0,-0.42,-2.02,2026-09-09
66,777,1016.0,0.17,-2.02,2026-09-01
11,9003,1296.0,-0.47,-2.02,2026-08-31
11,9017,1497.0,2.87,-2.02,2026-09-15
4,3430,1085.0,-1.37,-2.02,2026-09-03
18,2607,359.0,-1.73,-2.02,2026-09-14
44,2314,971.0,-2.13,-2.02,2026-09-01
61,0834,773.0,2.23,-2.02,2026-09-13
38,1469,317.0,-2.15,-2.02,2026-09-15
7,2925,1051.0,3.88,-2.02,2026-09-11
11,9003,829.0,-1.48,-2.02,2026-09-10
45,1047,1102.0,-1.58,-2.02,2026-09-09
26,1554,749.0,-0.32,-2.02,2026-08-25
61,3383,1522.0,3.9,-2.02,2026-09-15
38,1443,464.0,-3.4,-2.02,2026-09-02
36,929,1591.0,-0.8,-2.02,2026-09-04
26,1387,450.0,-1.57,-2.02,2026-09-12
5,2043,591.0,-0.12,-2.02,2026-09-15
35,3525,631.0,-1.82,-2.02,2026-08-31
23,2745,1577.0,1.82,-2.02,2026-09-03
35,1953,434.0,-3.28,-2.02,2026-09-08
1,0786,1264.0,1.33,-2.02,2026-09-14
66,6614,758.0,-1.67,-2.02,2026-09-08
109,3220,786.0,-2.35,-2.02,2026-09-02
10,2120,1177.0,-1.1,-2.02,2026-08-29
11,9018,420.0,1.68,-2.02,2026-09-10
44,995,703.0,-0.42,-2.02,2026-09-02
73,2045,1037.0,-0.53,-2.02,2026-08-25
5,1890,266.0,2.48,-2.02,2026-09-09
26,1561,700.0,-1.77,-2.02,2026-09-15
4,6131,1301.0,-0.12,-2.02,2026-09-14
15,2191,1064.0,4.88,-2.02,2026-09-14
35,9056,1280.0,-1.0,-2.02,2026-08-26
5,2008,415.0,-2.18,-2.02,2026-09-11
66,6614,1443.0,0.97,-2.02,2026-08-30
15,2161,1278.0,-1.65,-2.02,2026-09-11
17,1913,1307.0,-1.87,-2.02,2026-09-14
38,2229,1221.0,1.3,-2.02,2026-09-11
22,9100,1143.0,0.88,-2.02,2026-09-12
10,3412,1055.0,-1.25,-2.02,2026-08-27
61,3387,1312.0,-0.75,-2.02,2026-08-28
8,1456,758.0,-2.92,-2.02,2026-09-11
20,1505,1224.0,0.67,-2.02,2026-09-01
25,2714,551.0,-2.47,-2.02,2026-09-10
26,9064,1095.0,3.57,-2.02,2026-08-24
28,2332,1337.0,4.7,-2.02,2026-09-04
17,1960,998.0,-2.28,-2.02,2026-08-24
1,9160,1472.0,0.75,-2.02,2026-08-25
4,704,947.0,-0.28,-2.02,2026-08-31
101,0862,824.0,-3.85,-2.02,2026-09-09
5,2043,349.0,-0.4,-2.02,2026-09-05
66,2921,1352.0,0.45,-2.02,2026-09-03
7,2747,323.0,-2.17,-2.02,2026-09-08
29,0130,999.0,-0.23,-2.02,2026-09-06
26,9064,712.0,-2.32,-2.02,2026-09-13
17,1914,1310.0,-2.12,-2.02,2026-09-14
110,0990,1167.0,-3.03,-2.02,2026-09-14
28,1646,1330.0,1.68,-2.02,2026-09-04
5,3444,748.0,-3.37,-2.02,2026-08-30
1,0786,1441.0,-1.58,-2.02,2026-09-08
126,490,639.0,6.52,-2.02,2026-08-28
9,1490,513.0,-2.3,-2.02,2026-09-01
39,2467,1068.0,-2.12,-2.02,2026-09-09
25,1994,1055.0,-2.38,-2.02,2026-09-11
35,482,1457.0,-0.35,-2.02,2026-09-03
45,1785,553.0,-0.68,-2.02,2026-09-04
73,2045,550.0,-1.07,-2.02,2026-08-27
39,3102,620.0,0.92,-2.02,2026-09-15
16,2961,494.0,1.43,-2.02,2026-09-01
8,386,612.0,0.23,-2.02,2026-08-26
5,1895,412.0,3.57,-2.02,2026-08-28
6,1446,872.0,-4.3,-2.02,2026-09-09
10,3306,1415.0,-0.28,-2.02,2026-09-09
109,1133,1247.0,-2.27,-2.02,2026-08-31
35,9002,1374.0,-3.95,-2.02,2026-08-25
3,1263,833.0,-0.68,-2.02,2026-08-24
16,2740,385.0,0.17,-2.02,2026-09-10
16,2817,1047.0,-3.45,-2.02,2026-09-06
26,1569,751.0,12.47,-2.02,2026-09-12
3,1347,1386.0,0.63,-2.02,2026-08-24
39,32,414.0,-1.68,-2.02,2026-09-02
26,1569,1036.0,-4.03,-2.02,2026-09-10
90,4531,846.0,-1.22,-2.02,2026-08-25
8,0491,454.0,-1.05,-2.02,2026-09-05
22,3456,926.0,7.5,-2.02,2026-09-08
3,1350,1053.0,0.23,-2.02,2026-08-26
57,3388,937.0,-2.07,-2.02,2026-09-15
61,3379,1075.0,8.07,-2.02,2026-09-15
45,0682,1075.0,-2.7,-2.02,2026-09-15
66,3906,947.0,1.7,-2.02,2026-09-15
39,3008,1231.0,-2.82,-2.02,2026-09-15
2,0341,1252.0,-2.3,-2.02,2026-09-15
39,0626,1245.0,1.95,-2.02,2026-09-15
42,3346,1335.0,-1.45,-2.02,2026-09-15
1,3169,1329.0,3.8,-2.02,2026-09-15
44,2417,1246.0,0.23,-2.02,2026-08-31
42,2566,670.0,-4.87,-2.02,2026-09-03
66,6614,1272.0,1.35,-2.02,2026-09-09
38,0093,919.0,-0.75,-2.02,2026-09-08
109,3424,1315.0,-0.02,-2.0,2026-09-13
14,251,461.0,-2.05,-2.0,2026-08-24
35,2764,1355.0,-0.93,-2.0,2026-08-28
23,0443,1167.0,0.58,-2.0,2026-09-07
20,1574,781.0,-2.67,-2.0,2026-09-07
66,1828,1536.0,-2.42,-2.0,2026-08-25
28,1872,769.0,-0.6,-2.0,2026-09-14
66,3028,1166.0,-0.12,-2.0,2026-08-24
74,3084,956.0,-1.0,-2.0,2026-08-31
16,2813,1277.0,4.5,-2.0,2026-09-10
18,2993,1095.0,1.05,-2.0,2026-08-28
61,3140,900.0,-4.17,-2.0,2026-09-01
35,2029,509.0,-2.23,-2.0,2026-09-09
107,2968,466.0,-1.18,-2.0,2026-08-31
103,1206,1191.0,2.05,-2.0,2026-09-04
1,1661,783.0,8.33,-2.0,2026-09-06
53,634,1095.0,-0.93,-2.0,2026-08-27
3,1326,1300.0,1.78,-2.0,2026-09-02
2,4003,743.0,-2.93,-2.0,2026-09-09
3,1348,1327.0,-0.82,-2.0,2026-09-14
39,1887,1236.0,0.85,-2.0,2026-09-04
10,2111,521.0,-2.2,-2.0,2026-09-04
25,2714,406.0,-2.45,-2.0,2026-08-26
66,1828,1077.0,-4.45,-2.0,2026-08-24
28,1646,1405.0,-1.15,-2.0,2026-09-10
35,2038,538.0,-0.5,-2.0,2026-09-01
28,1872,1048.0,-2.18,-2.0,2026-08-31
26,9000,1388.0,-2.37,-2.0,2026-08-27
26,3442,888.0,-2.0,-2.0,2026-09-14
7,2361,571.0,0.75,-2.0,2026-08-30
8,1421,389.0,-1.3,-2.0,2026-09-04
15,2761,1012.0,-1.05,-2.0,2026-08-28
2,1206,1121.0,0.6,-2.0,2026-08-29
44,2406,1086.0,-2.33,-2.0,2026-09-04
2,1115,1349.0,-2.45,-2.0,2026-09-10
90,4543,520.0,-1.58,-2.0,2026-09-11
28,1862,1467.0,-0.55,-2.0,2026-08-28
36,1213,600.0,0.25,-2.0,2026-08-28
4,694,703.0,-0.42,-2.0,2026-08-28
29,121,617.0,0.32,-2.0,2026-09-01
61,1424,572.0,-2.48,-2.0,2026-09-01
44,1801,818.0,-1.83,-2.0,2026-09-08
3,1218,477.0,-0.68,-2.0,2026-08-31
38,1059,1120.0,1.83,-2.0,2026-09-10
26,9066,1567.0,-2.4,-2.0,2026-09-13
18,2603,1155.0,-2.15,-2.0,2026-09-02
48,1015,1559.0,-4.15,-2.0,2026-08-25
26,1166,1519.0,-0.73,-2.0,2026-09-08
26,0968,1453.0,-1.17,-2.0,2026-09-05
126,1560,961.0,19.32,-2.0,2026-09-09
35,2621,1257.0,1.27,-2.0,2026-08-31
109,2044,513.0,-2.08,-2.0,2026-08-27
24,9045,906.0,-2.03,-2.0,2026-09-04
23,272,1113.0,-1.42,-2.0,2026-08-24
3,1351,269.0,-5.13,-2.0,2026-08-31
3,1225,821.0,0.17,-2.0,2026-09-09
17,1914,1301.0,1.18,-2.0,2026-09-05
28,1456,327.0,-1.62,-2.0,2026-09-15
20,9061,801.0,-3.22,-2.0,2026-09-12
35,3566,1494.0,4.53,-2.0,2026-08-30
126,1569,1013.0,4.1,-2.0,2026-09-09
42,6111,1433.0,0.22,-2.0,2026-08-24
48,2058,1285.0,-2.0,-2.0,2026-09-10
70,2714,465.0,0.13,-2.0,2026-09-02
